level_1,level_2,level_3,level_4,level_5,radius_mm
non_deformable,record_mid_bottle_12,sample_0029,,,35.2
non_deformable,record_mid_bottle_13,sample_0000,,,36.6
non_deformable,record_mid_bottle_13,sample_0001,,,36.6
non_deformable,record_mid_bottle_13,sample_0002,,,37.4
non_deformable,record_mid_bottle_13,sample_0003,,,36.9
non_deformable,record_mid_bottle_13,sample_0004,,,38.5
non_deformable,record_mid_bottle_13,sample_0005,,,35.7
non_deformable,record_mid_bottle_13,sample_0006,,,36.6
non_deformable,record_mid_bottle_13,sample_0007,,,36.6
non_deformable,record_mid_bottle_13,sample_0008,,,38.0
non_deformable,record_mid_bottle_13,sample_0009,,,40.3
non_deformable,record_mid_bottle_13,sample_0010,,,40.3
non_deformable,record_mid_bottle_13,sample_0011,,,36.8
non_deformable,record_mid_bottle_13,sample_0012,,,36.2
non_deformable,record_mid_bottle_13,sample_0013,,,36.2
non_deformable,record_mid_bottle_13,sample_0014,,,36.5
non_deformable,record_mid_bottle_13,sample_0015,,,34.6
non_deformable,record_mid_bottle_13,sample_0016,,,34.7
non_deformable,record_mid_bottle_13,sample_0017,,,37.5
non_deformable,record_mid_bottle_13,sample_0018,,,41.0
non_deformable,record_mid_bottle_13,sample_0019,,,38.5
non_deformable,record_mid_bottle_13,sample_0020,,,39.0
non_deformable,record_mid_bottle_13,sample_0021,,,37.6
non_deformable,record_mid_bottle_13,sample_0022,,,39.1
non_deformable,record_mid_bottle_13,sample_0023,,,42.2
non_deformable,record_mid_bottle_13,sample_0024,,,41.4
non_deformable,record_mid_bottle_13,sample_0025,,,39.1
non_deformable,record_mid_bottle_13,sample_0026,,,35.3
non_deformable,record_mid_bottle_13,sample_0027,,,36.2
non_deformable,record_mid_bottle_13,sample_0028,,,39.1
non_deformable,record_mid_bottle_14,sample_0000,,,36.7
non_deformable,record_mid_bottle_14,sample_0001,,,36.7
non_deformable,record_mid_bottle_14,sample_0002,,,43.7
non_deformable,record_mid_bottle_14,sample_0003,,,37.7
non_deformable,record_mid_bottle_14,sample_0004,,,37.7
non_deformable,record_mid_bottle_14,sample_0005,,,37.8
non_deformable,record_mid_bottle_14,sample_0006,,,42.2
non_deformable,record_mid_bottle_14,sample_0007,,,37.8
non_deformable,record_mid_bottle_14,sample_0008,,,35.2
non_deformable,record_mid_bottle_14,sample_0009,,,37.8
non_deformable,record_mid_bottle_14,sample_0010,,,37.8
non_deformable,record_mid_bottle_14,sample_0011,,,37.2
non_deformable,record_mid_bottle_14,sample_0012,,,34.8
non_deformable,record_mid_bottle_14,sample_0013,,,34.8
non_deformable,record_mid_bottle_14,sample_0014,,,36.0
non_deformable,record_mid_bottle_14,sample_0015,,,36.0
non_deformable,record_mid_bottle_14,sample_0016,,,36.0
non_deformable,record_mid_bottle_14,sample_0017,,,36.0
non_deformable,record_mid_bottle_14,sample_0018,,,36.0
non_deformable,record_mid_bottle_14,sample_0019,,,36.0
non_deformable,record_mid_bottle_14,sample_0020,,,36.0
non_deformable,record_mid_bottle_14,sample_0021,,,36.0
non_deformable,record_mid_bottle_14,sample_0022,,,36.0
non_deformable,record_mid_bottle_14,sample_0023,,,36.0
non_deformable,record_mid_bottle_14,sample_0024,,,36.0
non_deformable,record_mid_bottle_14,sample_0025,,,36.0
non_deformable,record_mid_bottle_14,sample_0026,,,36.0
non_deformable,record_mid_bottle_14,sample_0027,,,36.0
non_deformable,record_mid_bottle_14,sample_0028,,,36.0
non_deformable,record_mid_bottle_14,sample_0029,,,43.4
non_deformable,record_mid_bottle_14,sample_0030,,,36.0
non_deformable,record_mid_bottle_14,sample_0031,,,43.4
non_deformable,record_mid_bottle_15,sample_0000,,,34.4
non_deformable,record_mid_bottle_15,sample_0001,,,41.1
non_deformable,record_mid_bottle_15,sample_0002,,,30.0
non_deformable,record_mid_bottle_15,sample_0003,,,39.5
non_deformable,record_mid_bottle_15,sample_0004,,,35.0
non_deformable,record_mid_bottle_15,sample_0005,,,33.9
non_deformable,record_mid_bottle_15,sample_0006,,,38.1
non_deformable,record_mid_bottle_15,sample_0007,,,41.4
non_deformable,record_mid_bottle_15,sample_0008,,,36.7
non_deformable,record_mid_bottle_15,sample_0009,,,37.9
non_deformable,record_mid_bottle_15,sample_0010,,,33.1
non_deformable,record_mid_bottle_15,sample_0011,,,41.8
non_deformable,record_mid_bottle_15,sample_0012,,,37.7
non_deformable,record_mid_bottle_15,sample_0013,,,37.5
non_deformable,record_mid_bottle_15,sample_0014,,,41.1
non_deformable,record_mid_bottle_15,sample_0015,,,37.2
non_deformable,record_mid_bottle_15,sample_0016,,,35.2
non_deformable,record_mid_bottle_15,sample_0017,,,40.0
non_deformable,record_mid_bottle_15,sample_0018,,,36.3
non_deformable,record_mid_bottle_15,sample_0019,,,36.1
non_deformable,record_mid_bottle_15,sample_0020,,,40.8
non_deformable,record_mid_bottle_15,sample_0021,,,30.2
non_deformable,record_mid_bottle_15,sample_0022,,,35.4
non_deformable,record_mid_bottle_15,sample_0023,,,42.7
non_deformable,record_mid_bottle_15,sample_0024,,,41.2
non_deformable,record_mid_bottle_15,sample_0025,,,38.0
non_deformable,record_mid_bottle_15,sample_0026,,,35.0
non_deformable,record_mid_bottle_15,sample_0027,,,36.8
non_deformable,record_mid_bottle_15,sample_0028,,,40.9
non_deformable,record_mid_bottle_15,sample_0029,,,44.5
non_deformable,record_mid_bottle_15,sample_0030,,,33.4
non_deformable,record_mid_bottle_15,sample_0031,,,38.4
non_deformable,record_mid_bottle_15,sample_0032,,,37.6
non_deformable,record_mid_bottle_15,sample_0033,,,41.8
non_deformable,record_mid_bottle_15,sample_0034,,,35.5
non_deformable,record_mid_bottle_15,sample_0035,,,33.8
non_deformable,record_mid_bottle_15,sample_0036,,,39.9
non_deformable,record_mid_bottle_15,sample_0037,,,41.2
non_deformable,record_mid_bottle_15,sample_0038,,,36.5
non_deformable,record_mid_bottle_15,sample_0039,,,40.2
non_deformable,record_mid_bottle_16,sample_0000,,,43.2
non_deformable,record_mid_bottle_16,sample_0001,,,40.0
non_deformable,record_mid_bottle_16,sample_0002,,,41.6
non_deformable,record_mid_bottle_16,sample_0003,,,42.1
non_deformable,record_mid_bottle_16,sample_0004,,,35.8
non_deformable,record_mid_bottle_16,sample_0005,,,38.7
non_deformable,record_mid_bottle_16,sample_0006,,,39.1
non_deformable,record_mid_bottle_16,sample_0007,,,39.1
non_deformable,record_mid_bottle_16,sample_0008,,,35.1
non_deformable,record_mid_bottle_16,sample_0009,,,40.0
non_deformable,record_mid_bottle_16,sample_0010,,,38.6
non_deformable,record_mid_bottle_16,sample_0011,,,39.0
non_deformable,record_mid_bottle_16,sample_0012,,,38.6
non_deformable,record_mid_bottle_16,sample_0013,,,36.1
non_deformable,record_mid_bottle_16,sample_0014,,,39.9
non_deformable,record_mid_bottle_16,sample_0015,,,37.0
non_deformable,record_mid_bottle_16,sample_0016,,,39.7
non_deformable,record_mid_bottle_16,sample_0017,,,40.2
non_deformable,record_mid_bottle_16,sample_0018,,,33.8
non_deformable,record_mid_bottle_16,sample_0019,,,42.1
non_deformable,record_mid_bottle_16,sample_0020,,,43.4
non_deformable,record_mid_bottle_16,sample_0021,,,37.3
non_deformable,record_mid_bottle_16,sample_0022,,,38.6
non_deformable,record_mid_bottle_16,sample_0023,,,32.8
non_deformable,record_mid_bottle_16,sample_0024,,,37.8
non_deformable,record_mid_bottle_16,sample_0025,,,38.5
non_deformable,record_mid_bottle_16,sample_0026,,,36.9
non_deformable,record_mid_bottle_17,sample_0000,,,36.1
non_deformable,record_mid_bottle_17,sample_0001,,,39.1
non_deformable,record_mid_bottle_17,sample_0002,,,36.1
non_deformable,record_mid_bottle_17,sample_0003,,,44.5
non_deformable,record_mid_bottle_17,sample_0004,,,39.7
non_deformable,record_mid_bottle_17,sample_0005,,,39.7
non_deformable,record_mid_bottle_17,sample_0006,,,47.3
non_deformable,record_mid_bottle_17,sample_0007,,,40.9
non_deformable,record_mid_bottle_17,sample_0008,,,38.4
non_deformable,record_mid_bottle_17,sample_0009,,,36.8
non_deformable,record_mid_bottle_17,sample_0010,,,38.6
non_deformable,record_mid_bottle_17,sample_0011,,,38.6
non_deformable,record_mid_bottle_17,sample_0012,,,38.5
non_deformable,record_mid_bottle_17,sample_0013,,,37.9
non_deformable,record_mid_bottle_17,sample_0014,,,40.7
non_deformable,record_mid_bottle_17,sample_0015,,,40.7
non_deformable,record_mid_bottle_17,sample_0016,,,41.3
non_deformable,record_mid_bottle_17,sample_0017,,,41.2
non_deformable,record_mid_bottle_17,sample_0018,,,41.3
non_deformable,record_mid_bottle_17,sample_0019,,,40.8
non_deformable,record_mid_bottle_17,sample_0020,,,38.3
non_deformable,record_mid_bottle_17,sample_0021,,,35.9
non_deformable,record_mid_bottle_17,sample_0022,,,37.8
non_deformable,record_mid_bottle_17,sample_0023,,,36.4
non_deformable,record_mid_bottle_17,sample_0024,,,35.8
non_deformable,record_mid_bottle_17,sample_0025,,,38.0
non_deformable,record_mid_bottle_17,sample_0026,,,38.3
non_deformable,record_mid_bottle_17,sample_0027,,,39.0
non_deformable,record_mid_bottle_17,sample_0028,,,38.3
non_deformable,record_mid_bottle_17,sample_0029,,,38.8
non_deformable,record_mid_bottle_17,sample_0030,,,37.3
non_deformable,record_mid_bottle_18,sample_0000,,,34.4
non_deformable,record_mid_bottle_18,sample_0001,,,36.8
non_deformable,record_mid_bottle_18,sample_0002,,,36.7
non_deformable,record_mid_bottle_18,sample_0003,,,37.2
non_deformable,record_mid_bottle_18,sample_0004,,,35.4
non_deformable,record_mid_bottle_18,sample_0005,,,36.3
non_deformable,record_mid_bottle_18,sample_0006,,,36.3
non_deformable,record_mid_bottle_18,sample_0007,,,33.3
non_deformable,record_mid_bottle_18,sample_0008,,,33.7
non_deformable,record_mid_bottle_18,sample_0009,,,35.9
non_deformable,record_mid_bottle_18,sample_0010,,,29.1
non_deformable,record_mid_bottle_18,sample_0011,,,34.0
non_deformable,record_mid_bottle_18,sample_0012,,,33.7
non_deformable,record_mid_bottle_18,sample_0013,,,30.8
non_deformable,record_mid_bottle_18,sample_0014,,,33.6
non_deformable,record_mid_bottle_18,sample_0015,,,34.5
non_deformable,record_mid_bottle_18,sample_0016,,,32.5
non_deformable,record_mid_bottle_18,sample_0017,,,33.0
non_deformable,record_mid_bottle_18,sample_0018,,,33.1
non_deformable,record_mid_bottle_18,sample_0019,,,35.3
non_deformable,record_mid_bottle_18,sample_0020,,,33.6
non_deformable,record_mid_bottle_18,sample_0021,,,31.5
non_deformable,record_mid_bottle_18,sample_0022,,,36.6
non_deformable,record_mid_bottle_18,sample_0023,,,33.1
non_deformable,record_mid_bottle_18,sample_0024,,,34.9
non_deformable,record_mid_bottle_18,sample_0025,,,32.8
non_deformable,record_mid_bottle_18,sample_0026,,,33.3
non_deformable,record_mid_bottle_18,sample_0027,,,34.0
non_deformable,record_mid_bottle_18,sample_0028,,,35.1
non_deformable,record_mid_bottle_18,sample_0029,,,34.1
non_deformable,record_mid_bottle_18,sample_0030,,,32.7
non_deformable,record_mid_bottle_18,sample_0031,,,35.9
non_deformable,record_mid_bottle_19,sample_0000,,,33.4
non_deformable,record_mid_bottle_19,sample_0001,,,34.3
non_deformable,record_mid_bottle_19,sample_0002,,,37.5
non_deformable,record_mid_bottle_19,sample_0003,,,36.4
non_deformable,record_mid_bottle_19,sample_0004,,,35.9
non_deformable,record_mid_bottle_19,sample_0005,,,36.9
non_deformable,record_mid_bottle_19,sample_0006,,,36.5
non_deformable,record_mid_bottle_19,sample_0007,,,34.0
non_deformable,record_mid_bottle_19,sample_0008,,,36.0
non_deformable,record_mid_bottle_19,sample_0009,,,37.6
non_deformable,record_mid_bottle_19,sample_0010,,,36.1
non_deformable,record_mid_bottle_19,sample_0011,,,39.6
non_deformable,record_mid_bottle_19,sample_0012,,,36.6
non_deformable,record_mid_bottle_19,sample_0013,,,37.9
non_deformable,record_mid_bottle_19,sample_0014,,,39.5
non_deformable,record_mid_bottle_19,sample_0015,,,34.5
non_deformable,record_mid_bottle_19,sample_0016,,,37.6
non_deformable,record_mid_bottle_19,sample_0017,,,34.8
non_deformable,record_mid_bottle_19,sample_0018,,,38.1
non_deformable,record_mid_bottle_19,sample_0019,,,33.9
non_deformable,record_mid_bottle_19,sample_0020,,,35.8
non_deformable,record_mid_bottle_19,sample_0021,,,37.5
non_deformable,record_mid_bottle_19,sample_0022,,,34.3
non_deformable,record_mid_bottle_19,sample_0023,,,35.0
non_deformable,record_mid_bottle_19,sample_0024,,,35.4
non_deformable,record_mid_bottle_19,sample_0025,,,35.9
non_deformable,record_mid_bottle_19,sample_0026,,,36.6
non_deformable,record_mid_bottle_2,sample_0000,,,70.4
non_deformable,record_mid_bottle_2,sample_0001,,,70.4
non_deformable,record_mid_bottle_2,sample_0002,,,70.4
non_deformable,record_mid_bottle_2,sample_0003,,,70.4
non_deformable,record_mid_bottle_2,sample_0004,,,70.4
non_deformable,record_mid_bottle_2,sample_0005,,,70.5
non_deformable,record_mid_bottle_2,sample_0006,,,70.5
non_deformable,record_mid_bottle_2,sample_0007,,,70.4
non_deformable,record_mid_bottle_2,sample_0008,,,70.4
non_deformable,record_mid_bottle_2,sample_0009,,,70.4
non_deformable,record_mid_bottle_2,sample_0010,,,71.0
non_deformable,record_mid_bottle_2,sample_0011,,,70.7
non_deformable,record_mid_bottle_2,sample_0012,,,70.7
non_deformable,record_mid_bottle_2,sample_0013,,,70.4
non_deformable,record_mid_bottle_2,sample_0014,,,70.4
non_deformable,record_mid_bottle_2,sample_0015,,,70.4
non_deformable,record_mid_bottle_2,sample_0016,,,70.5
non_deformable,record_mid_bottle_2,sample_0017,,,70.4
non_deformable,record_mid_bottle_2,sample_0018,,,70.4
non_deformable,record_mid_bottle_2,sample_0019,,,70.4
non_deformable,record_mid_bottle_2,sample_0020,,,70.4
non_deformable,record_mid_bottle_2,sample_0021,,,70.4
non_deformable,record_mid_bottle_2,sample_0022,,,70.7
non_deformable,record_mid_bottle_2,sample_0023,,,70.4
non_deformable,record_mid_bottle_2,sample_0024,,,70.4
non_deformable,record_mid_bottle_2,sample_0025,,,70.4
non_deformable,record_mid_bottle_2,sample_0026,,,70.4
non_deformable,record_mid_bottle_2,sample_0027,,,70.4
non_deformable,record_mid_bottle_2,sample_0028,,,70.4
non_deformable,record_mid_bottle_2,sample_0029,,,70.4
non_deformable,record_mid_bottle_2,sample_0030,,,70.4
non_deformable,record_mid_bottle_2,sample_0031,,,70.4
non_deformable,record_mid_bottle_2,sample_0032,,,70.4
non_deformable,record_mid_bottle_2,sample_0033,,,71.7
non_deformable,record_mid_bottle_2,sample_0034,,,71.7
non_deformable,record_mid_bottle_2,sample_0035,,,71.7
non_deformable,record_mid_bottle_2,sample_0036,,,70.7
non_deformable,record_mid_bottle_2,sample_0037,,,70.7
non_deformable,record_mid_bottle_2,sample_0038,,,71.7
non_deformable,record_mid_bottle_3,sample_0000,,,34.2
non_deformable,record_mid_bottle_3,sample_0001,,,31.6
non_deformable,record_mid_bottle_3,sample_0002,,,31.3
non_deformable,record_mid_bottle_3,sample_0003,,,31.5
non_deformable,record_mid_bottle_3,sample_0004,,,36.4
non_deformable,record_mid_bottle_3,sample_0005,,,36.2
non_deformable,record_mid_bottle_3,sample_0006,,,33.2
non_deformable,record_mid_bottle_3,sample_0007,,,31.1
non_deformable,record_mid_bottle_3,sample_0008,,,29.2
non_deformable,record_mid_bottle_3,sample_0009,,,29.6
non_deformable,record_mid_bottle_3,sample_0010,,,29.9
non_deformable,record_mid_bottle_3,sample_0011,,,30.9
non_deformable,record_mid_bottle_3,sample_0012,,,32.4
non_deformable,record_mid_bottle_3,sample_0013,,,33.7
non_deformable,record_mid_bottle_3,sample_0014,,,31.3
non_deformable,record_mid_bottle_3,sample_0015,,,31.2
non_deformable,record_mid_bottle_3,sample_0016,,,30.8
non_deformable,record_mid_bottle_3,sample_0017,,,30.8
non_deformable,record_mid_bottle_3,sample_0018,,,31.7
non_deformable,record_mid_bottle_3,sample_0019,,,29.1
non_deformable,record_mid_bottle_3,sample_0020,,,32.2
non_deformable,record_mid_bottle_3,sample_0021,,,31.9
non_deformable,record_mid_bottle_3,sample_0022,,,28.5
non_deformable,record_mid_bottle_3,sample_0023,,,28.6
non_deformable,record_mid_bottle_3,sample_0024,,,29.8
non_deformable,record_mid_bottle_3,sample_0025,,,32.1
non_deformable,record_mid_bottle_3,sample_0026,,,32.1
non_deformable,record_mid_bottle_3,sample_0027,,,29.7
non_deformable,record_mid_bottle_3,sample_0028,,,32.0
non_deformable,record_mid_bottle_3,sample_0029,,,29.8
non_deformable,record_mid_bottle_3,sample_0030,,,29.8
non_deformable,record_mid_bottle_3,sample_0031,,,31.7
non_deformable,record_mid_bottle_3,sample_0032,,,31.7
non_deformable,record_mid_bottle_3,sample_0033,,,31.0
non_deformable,record_mid_bottle_3,sample_0034,,,31.7
non_deformable,record_mid_bottle_3,sample_0035,,,32.3
non_deformable,record_mid_bottle_4,sample_0000,,,31.7
non_deformable,record_mid_bottle_4,sample_0001,,,30.6
non_deformable,record_mid_bottle_4,sample_0002,,,31.0
non_deformable,record_mid_bottle_4,sample_0003,,,28.4
non_deformable,record_mid_bottle_4,sample_0004,,,30.3
non_deformable,record_mid_bottle_4,sample_0005,,,31.6
non_deformable,record_mid_bottle_4,sample_0006,,,31.6
non_deformable,record_mid_bottle_4,sample_0007,,,30.2
non_deformable,record_mid_bottle_4,sample_0008,,,30.3
non_deformable,record_mid_bottle_4,sample_0009,,,34.8
non_deformable,record_mid_bottle_4,sample_0010,,,32.3
non_deformable,record_mid_bottle_4,sample_0011,,,29.1
non_deformable,record_mid_bottle_4,sample_0012,,,29.3
non_deformable,record_mid_bottle_4,sample_0013,,,31.9
non_deformable,record_mid_bottle_4,sample_0014,,,31.1
non_deformable,record_mid_bottle_4,sample_0015,,,31.2
non_deformable,record_mid_bottle_4,sample_0016,,,29.1
non_deformable,record_mid_bottle_4,sample_0017,,,30.8
non_deformable,record_mid_bottle_4,sample_0018,,,34.1
non_deformable,record_mid_bottle_4,sample_0019,,,31.7
non_deformable,record_mid_bottle_4,sample_0020,,,31.6
non_deformable,record_mid_bottle_4,sample_0021,,,30.7
non_deformable,record_mid_bottle_4,sample_0022,,,30.7
non_deformable,record_mid_bottle_4,sample_0023,,,31.6
non_deformable,record_mid_bottle_4,sample_0024,,,29.6
non_deformable,record_mid_bottle_4,sample_0025,,,30.5
non_deformable,record_mid_bottle_4,sample_0026,,,31.3
non_deformable,record_mid_bottle_4,sample_0027,,,31.3
non_deformable,record_mid_bottle_4,sample_0028,,,30.2
non_deformable,record_mid_bottle_4,sample_0029,,,29.6
non_deformable,record_mid_bottle_4,sample_0030,,,31.0
non_deformable,record_mid_bottle_4,sample_0031,,,30.4
non_deformable,record_mid_bottle_4,sample_0032,,,31.5
non_deformable,record_mid_bottle_5,sample_0000,,,34.0
non_deformable,record_mid_bottle_5,sample_0001,,,33.6
non_deformable,record_mid_bottle_5,sample_0002,,,35.0
non_deformable,record_mid_bottle_5,sample_0003,,,32.5
non_deformable,record_mid_bottle_5,sample_0004,,,34.1
non_deformable,record_mid_bottle_5,sample_0005,,,34.6
non_deformable,record_mid_bottle_5,sample_0006,,,33.0
non_deformable,record_mid_bottle_5,sample_0007,,,33.8
non_deformable,record_mid_bottle_5,sample_0008,,,33.8
non_deformable,record_mid_bottle_5,sample_0009,,,32.6
non_deformable,record_mid_bottle_5,sample_0010,,,34.0
non_deformable,record_mid_bottle_5,sample_0011,,,34.0
non_deformable,record_mid_bottle_5,sample_0012,,,32.2
non_deformable,record_mid_bottle_5,sample_0013,,,32.2
non_deformable,record_mid_bottle_5,sample_0014,,,33.2
non_deformable,record_mid_bottle_5,sample_0015,,,32.6
non_deformable,record_mid_bottle_5,sample_0016,,,33.9
non_deformable,record_mid_bottle_5,sample_0017,,,29.5
non_deformable,record_mid_bottle_5,sample_0018,,,33.0
non_deformable,record_mid_bottle_5,sample_0019,,,31.8
non_deformable,record_mid_bottle_5,sample_0020,,,32.8
non_deformable,record_mid_bottle_5,sample_0021,,,31.2
non_deformable,record_mid_bottle_5,sample_0022,,,31.1
non_deformable,record_mid_bottle_5,sample_0023,,,31.1
non_deformable,record_mid_bottle_5,sample_0024,,,31.6
non_deformable,record_mid_bottle_5,sample_0025,,,31.6
non_deformable,record_mid_bottle_5,sample_0026,,,30.6
non_deformable,record_mid_bottle_5,sample_0027,,,31.6
non_deformable,record_mid_bottle_5,sample_0028,,,32.0
non_deformable,record_mid_bottle_5,sample_0029,,,32.4
non_deformable,record_mid_bottle_5,sample_0030,,,28.9
non_deformable,record_mid_bottle_5,sample_0031,,,31.6
non_deformable,record_mid_bottle_5,sample_0032,,,31.4
non_deformable,record_mid_bottle_5,sample_0033,,,30.9
non_deformable,record_mid_bottle_5,sample_0034,,,30.9
non_deformable,record_mid_bottle_5,sample_0035,,,32.7
non_deformable,record_mid_bottle_5,sample_0036,,,31.6
non_deformable,record_mid_bottle_5,sample_0037,,,31.7
non_deformable,record_mid_bottle_5,sample_0038,,,32.4
non_deformable,record_mid_bottle_5,sample_0039,,,32.7
non_deformable,record_mid_bottle_5,sample_0040,,,32.8
non_deformable,record_mid_bottle_5,sample_0041,,,31.9
non_deformable,record_mid_bottle_5,sample_0042,,,31.9
non_deformable,record_mid_bottle_5,sample_0043,,,31.4
non_deformable,record_mid_bottle_5,sample_0044,,,33.1
non_deformable,record_mid_bottle_5,sample_0045,,,30.9
non_deformable,record_mid_bottle_6,sample_0000,,,33.7
non_deformable,record_mid_bottle_6,sample_0001,,,33.2
non_deformable,record_mid_bottle_6,sample_0002,,,37.9
non_deformable,record_mid_bottle_6,sample_0003,,,35.6
non_deformable,record_mid_bottle_6,sample_0004,,,35.6
non_deformable,record_mid_bottle_6,sample_0005,,,34.4
non_deformable,record_mid_bottle_6,sample_0006,,,34.6
non_deformable,record_mid_bottle_6,sample_0007,,,27.1
non_deformable,record_mid_bottle_6,sample_0008,,,34.3
non_deformable,record_mid_bottle_6,sample_0009,,,32.8
non_deformable,record_mid_bottle_6,sample_0010,,,36.1
non_deformable,record_mid_bottle_6,sample_0011,,,36.1
non_deformable,record_mid_bottle_6,sample_0012,,,36.6
non_deformable,record_mid_bottle_6,sample_0013,,,35.2
non_deformable,record_mid_bottle_6,sample_0014,,,38.4
non_deformable,record_mid_bottle_6,sample_0015,,,36.4
non_deformable,record_mid_bottle_6,sample_0016,,,34.7
non_deformable,record_mid_bottle_6,sample_0017,,,36.1
non_deformable,record_mid_bottle_6,sample_0018,,,36.1
non_deformable,record_mid_bottle_6,sample_0019,,,37.2
non_deformable,record_mid_bottle_6,sample_0020,,,37.2
non_deformable,record_mid_bottle_6,sample_0021,,,36.6
non_deformable,record_mid_bottle_6,sample_0022,,,35.5
non_deformable,record_mid_bottle_6,sample_0023,,,30.6
non_deformable,record_mid_bottle_6,sample_0024,,,38.4
non_deformable,record_mid_bottle_6,sample_0025,,,45.3
non_deformable,record_mid_bottle_6,sample_0026,,,44.6
non_deformable,record_mid_bottle_6,sample_0027,,,37.5
non_deformable,record_mid_bottle_6,sample_0028,,,34.5
non_deformable,record_mid_bottle_6,sample_0029,,,37.5
non_deformable,record_mid_bottle_6,sample_0030,,,37.7
non_deformable,record_mid_bottle_6,sample_0031,,,36.5
non_deformable,record_mid_bottle_6,sample_0032,,,36.8
non_deformable,record_mid_bottle_6,sample_0033,,,36.9
non_deformable,record_mid_bottle_6,sample_0034,,,35.7
non_deformable,record_mid_bottle_6,sample_0035,,,37.1
non_deformable,record_mid_bottle_7,sample_0000,,,35.9
non_deformable,record_mid_bottle_7,sample_0001,,,38.2
non_deformable,record_mid_bottle_7,sample_0002,,,38.2
non_deformable,record_mid_bottle_7,sample_0003,,,36.0
non_deformable,record_mid_bottle_7,sample_0004,,,37.7
non_deformable,record_mid_bottle_7,sample_0005,,,37.2
non_deformable,record_mid_bottle_7,sample_0006,,,37.5
non_deformable,record_mid_bottle_7,sample_0007,,,37.3
non_deformable,record_mid_bottle_7,sample_0008,,,35.5
non_deformable,record_mid_bottle_7,sample_0009,,,35.0
non_deformable,record_mid_bottle_7,sample_0010,,,37.0
non_deformable,record_mid_bottle_7,sample_0011,,,35.7
non_deformable,record_mid_bottle_7,sample_0012,,,35.5
non_deformable,record_mid_bottle_7,sample_0013,,,35.1
non_deformable,record_mid_bottle_7,sample_0014,,,37.4
non_deformable,record_mid_bottle_7,sample_0015,,,38.5
non_deformable,record_mid_bottle_7,sample_0016,,,38.7
non_deformable,record_mid_bottle_7,sample_0017,,,38.6
non_deformable,record_mid_bottle_7,sample_0018,,,37.6
non_deformable,record_mid_bottle_7,sample_0019,,,36.7
non_deformable,record_mid_bottle_7,sample_0020,,,39.2
non_deformable,record_mid_bottle_7,sample_0021,,,36.1
non_deformable,record_mid_bottle_7,sample_0022,,,37.4
non_deformable,record_mid_bottle_7,sample_0023,,,37.4
non_deformable,record_mid_bottle_7,sample_0024,,,37.7
non_deformable,record_mid_bottle_7,sample_0025,,,27.5
non_deformable,record_mid_bottle_7,sample_0026,,,36.8
non_deformable,record_mid_bottle_7,sample_0027,,,37.5
non_deformable,record_mid_bottle_7,sample_0028,,,38.1
non_deformable,record_mid_bottle_7,sample_0029,,,37.2
non_deformable,record_mid_bottle_7,sample_0030,,,38.4
non_deformable,record_mid_bottle_7,sample_0031,,,38.2
non_deformable,record_mid_bottle_7,sample_0032,,,36.7
non_deformable,record_mid_bottle_7,sample_0033,,,36.8
non_deformable,record_mid_bottle_7,sample_0034,,,37.7
non_deformable,record_mid_bottle_8,sample_0000,,,22.9
non_deformable,record_mid_bottle_8,sample_0001,,,23.8
non_deformable,record_mid_bottle_8,sample_0002,,,26.0
non_deformable,record_mid_bottle_8,sample_0003,,,23.6
non_deformable,record_mid_bottle_8,sample_0004,,,24.4
non_deformable,record_mid_bottle_8,sample_0005,,,22.6
non_deformable,record_mid_bottle_8,sample_0006,,,24.5
non_deformable,record_mid_bottle_8,sample_0007,,,24.4
non_deformable,record_mid_bottle_8,sample_0008,,,27.0
non_deformable,record_mid_bottle_8,sample_0009,,,27.0
non_deformable,record_mid_bottle_8,sample_0010,,,24.8
non_deformable,record_mid_bottle_8,sample_0011,,,48.4
non_deformable,record_mid_bottle_8,sample_0012,,,23.6
non_deformable,record_mid_bottle_8,sample_0013,,,23.7
non_deformable,record_mid_bottle_8,sample_0014,,,25.7
non_deformable,record_mid_bottle_8,sample_0015,,,32.2
non_deformable,record_mid_bottle_8,sample_0016,,,28.2
non_deformable,record_mid_bottle_8,sample_0017,,,39.2
non_deformable,record_mid_bottle_8,sample_0018,,,39.2
non_deformable,record_mid_bottle_8,sample_0019,,,37.1
non_deformable,record_mid_bottle_8,sample_0020,,,38.4
non_deformable,record_mid_bottle_8,sample_0021,,,37.4
non_deformable,record_mid_bottle_8,sample_0022,,,36.3
non_deformable,record_mid_bottle_8,sample_0023,,,27.8
non_deformable,record_mid_bottle_8,sample_0024,,,27.8
non_deformable,record_mid_bottle_8,sample_0025,,,36.3
non_deformable,record_mid_bottle_8,sample_0026,,,36.3
non_deformable,record_mid_bottle_8,sample_0027,,,43.2
non_deformable,record_mid_bottle_8,sample_0028,,,26.3
non_deformable,record_mid_bottle_8,sample_0029,,,38.3
non_deformable,record_mid_bottle_8,sample_0030,,,37.3
non_deformable,record_mid_bottle_8,sample_0031,,,38.1
non_deformable,record_mid_bottle_8,sample_0032,,,38.6
non_deformable,record_mid_bottle_8,sample_0033,,,39.2
non_deformable,record_mid_bottle_8,sample_0034,,,38.5
non_deformable,record_mid_bottle_8,sample_0035,,,37.8
non_deformable,record_mid_bottle_8,sample_0036,,,37.8
